stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2,stationName,temperature,pressure,humidity,wind_direction,wind_speed
yongdingmennei,2017-01-02 14:00:00,265.0,387.4505116446358,142.0,4.6,10.0,9.0,beijing_grid_303,-2.17,1019.75,63.15,199.43,8.29
yongdingmennei,2017-01-02 15:00:00,302.0,400.99182823314675,149.0,5.4,11.0,7.0,beijing_grid_303,-2.45,1019.38,65.05,196.43,8.24
yongdingmennei,2017-01-02 16:00:00,339.0,414.627503107438,154.0,6.2,12.0,7.0,beijing_grid_303,-2.72,1019.21,65.2,189.4,6.97
yongdingmennei,2017-01-02 17:00:00,422.0,428.35753626750954,160.0,6.8,13.0,7.0,beijing_grid_303,-3.0,1019.05,65.36,179.46,5.84
yongdingmennei,2017-01-02 18:00:00,416.0,442.18192771336146,146.0,6.9,13.0,6.0,beijing_grid_303,-3.28,1018.88,65.51,165.45,4.97
yongdingmennei,2017-01-02 19:00:00,350.0,456.1006774449936,142.0,6.1,13.0,8.0,beijing_grid_303,-3.58,1018.59,66.57,151.66,4.34
yongdingmennei,2017-01-02 20:00:00,283.0,470.11378546240604,136.0,5.7,13.00419317658444,8.0,beijing_grid_303,-3.89,1018.31,67.64,134.54,4.03
yongdingmennei,2017-01-02 21:00:00,324.0,484.2212517655988,130.0,6.5,13.0,8.0,beijing_grid_303,-4.2,1018.02,68.7,116.45,4.11
yongdingmennei,2017-01-02 22:00:00,353.0,498.423076354572,144.0,7.1,13.0,10.0,beijing_grid_303,-4.32,1017.99,69.2,119.64,3.22
yongdingmennei,2017-01-02 23:00:00,334.0,512.2851137491932,153.0,7.1,13.0,13.0,beijing_grid_303,-4.43,1017.97,69.7,125.26,2.34
yongdingmennei,2017-01-03 00:00:00,332.0,525.3732184693305,159.0,7.5,13.0,14.0,beijing_grid_303,-4.54,1017.95,70.2,137.36,1.5
yongdingmennei,2017-01-03 01:00:00,303.0,537.6873905149839,157.0,7.2,12.0,15.0,beijing_grid_303,-2.04,1017.95,60.25,164.29,1.0
yongdingmennei,2017-01-03 02:00:00,399.0,549.2276298861536,186.0,8.6,13.0,22.0,beijing_grid_303,0.46,1017.95,50.3,210.16,0.95
yongdingmennei,2017-01-03 03:00:00,387.0,559.9939365828392,201.0,7.9,13.0,31.0,beijing_grid_303,2.97,1017.94,40.35,241.04,1.4
yongdingmennei,2017-01-03 04:00:00,384.0,569.986310605041,207.0,7.5,13.0,35.0,beijing_grid_303,4.56,1017.43,36.61,263.44,1.35
yongdingmennei,2017-01-03 05:00:00,314.0,579.2047519527589,197.0,5.9,14.0,37.0,beijing_grid_303,6.16,1016.92,32.87,284.21,1.5
yongdingmennei,2017-01-03 06:00:00,286.0,587.649260625993,184.0,4.8,21.0,38.0,beijing_grid_303,7.75,1016.41,29.12,299.55,1.81
yongdingmennei,2017-01-03 07:00:00,375.0,595.3198366247431,205.0,5.7,23.0,39.0,beijing_grid_303,5.42,1016.36,36.21,222.02,2.36
yongdingmennei,2017-01-03 08:00:00,408.0,602.2164799490091,202.0,5.7,27.0,39.0,beijing_grid_303,3.08,1016.32,43.3,199.76,4.67
yongdingmennei,2017-01-03 09:00:00,408.0,608.3391905987914,206.0,6.2,13.0,29.0,beijing_grid_303,0.75,1016.27,50.39,192.65,7.21
yongdingmennei,2017-01-03 10:00:00,448.0,613.68796857409,208.0,6.9,10.0,22.0,beijing_grid_303,0.17,1016.85,52.07,202.03,6.31
yongdingmennei,2017-01-03 11:00:00,534.0,618.2628138749044,201.0,7.4,11.0,21.0,beijing_grid_303,-0.41,1017.42,53.75,214.08,5.63
yongdingmennei,2017-01-03 12:00:00,578.0,622.0637265012349,201.0,8.4,12.0,18.0,beijing_grid_303,-0.99,1018.0,55.44,228.57,5.26
yongdingmennei,2017-01-03 13:00:00,597.0,625.0907064530816,191.0,9.2,13.0,15.0,beijing_grid_303,-1.21,1018.35,56.57,220.76,5.09
yongdingmennei,2017-01-03 14:00:00,593.0,627.3437537304444,183.0,9.5,13.0,15.0,beijing_grid_303,-1.43,1018.7,57.71,212.58,5.03
yongdingmennei,2017-01-03 15:00:00,616.0,628.8228683333234,175.0,9.4,13.0,17.0,beijing_grid_303,-1.65,1019.04,58.84,204.35,5.06
yongdingmennei,2017-01-03 16:00:00,616.0,629.5280502617184,162.0,9.5,14.0,17.0,beijing_grid_303,-1.88,1019.18,62.1,195.91,2.91
yongdingmennei,2017-01-03 17:00:00,625.0,629.4592995156295,169.0,10.1,15.0,19.0,beijing_grid_303,-2.11,1019.31,65.37,153.35,1.1
yongdingmennei,2017-01-03 18:00:00,638.0,628.6166160950565,159.0,10.4,15.0,21.0,beijing_grid_303,-2.33,1019.44,68.63,64.91,1.97
yongdingmennei,2017-01-03 19:00:00,622.0,627.0,146.0,10.6,15.0,20.0,beijing_grid_303,-2.43,1019.5,67.13,76.34,2.91
yongdingmennei,2017-01-03 20:00:00,610.0,624.6094512304594,139.0,10.8,15.0,22.0,beijing_grid_303,-2.53,1019.55,65.63,82.06,3.91
yongdingmennei,2017-01-03 21:00:00,594.0,621.444969786435,136.0,11.1,15.0,22.0,beijing_grid_303,-2.63,1019.6,64.13,85.43,4.94
yongdingmennei,2017-01-03 22:00:00,581.0,617.5065556679266,132.0,11.1,14.0,25.0,beijing_grid_303,-2.86,1019.86,66.12,97.29,4.11
yongdingmennei,2017-01-03 23:00:00,523.0,611.7531155596474,151.0,10.1,13.0,29.0,beijing_grid_303,-3.09,1020.11,68.1,113.95,3.54
yongdingmennei,2017-01-04 00:00:00,429.0,597.9380895698769,151.0,10.3,13.0,28.0,beijing_grid_303,-3.31,1020.36,70.09,134.54,3.35
yongdingmennei,2017-01-04 01:00:00,557.0,575.0203843833276,152.0,13.5,15.0,30.0,beijing_grid_303,-0.73,1020.66,58.78,141.41,3.89
yongdingmennei,2017-01-04 02:00:00,543.0,543.0,186.0,13.9,13.0,35.0,beijing_grid_303,1.85,1020.96,47.47,146.53,4.48
yongdingmennei,2017-01-04 03:00:00,646.0,501.87693641989404,222.0,13.8,12.0,37.0,beijing_grid_303,4.43,1021.27,36.16,150.45,5.09
yongdingmennei,2017-01-04 04:00:00,656.0,451.6511936430096,240.0,12.2,14.0,42.0,beijing_grid_303,5.16,1020.76,34.99,142.91,5.65
yongdingmennei,2017-01-04 05:00:00,411.0,394.9084560640793,203.0,6.7,16.0,49.0,beijing_grid_303,5.9,1020.25,33.81,136.8,6.28
yongdingmennei,2017-01-04 06:00:00,417.0,347.16283005149864,225.0,6.8,18.0,50.0,beijing_grid_303,6.63,1019.75,32.63,131.85,6.97
yongdingmennei,2017-01-04 07:00:00,3.0,311.0,220.0,6.5,20.0,39.0,beijing_grid_303,4.44,1020.0,40.24,119.82,6.55
yongdingmennei,2017-01-04 08:00:00,239.0,285.0,210.0,7.1,21.0,48.0,beijing_grid_303,2.25,1020.26,47.85,106.78,6.44
yongdingmennei,2017-01-04 09:00:00,380.0,260.64303459399736,209.0,8.2,11.0,46.0,beijing_grid_303,0.05,1020.51,55.46,93.98,6.67
yongdingmennei,2017-01-04 10:00:00,363.0,236.50913787240844,201.0,7.9,9.0,39.0,beijing_grid_303,-0.36,1020.92,55.72,80.63,6.26
yongdingmennei,2017-01-04 11:00:00,383.0,212.59830983523338,203.0,8.5,10.0,33.0,beijing_grid_303,-0.78,1021.33,55.98,66.29,6.22
yongdingmennei,2017-01-04 12:00:00,397.0,188.91055048247208,186.0,8.7,9.0,28.0,beijing_grid_303,-1.2,1021.74,56.24,52.62,6.56
yongdingmennei,2017-01-04 13:00:00,390.0,165.4458598141247,175.0,8.9,10.0,27.0,beijing_grid_303,-1.39,1022.08,58.58,52.8,6.37
yongdingmennei,2017-01-04 14:00:00,385.0,142.20423783019098,157.0,9.1,9.0,21.0,beijing_grid_303,-1.59,1022.43,60.91,52.99,6.18
yongdingmennei,2017-01-04 15:00:00,314.0,119.1856845306711,141.0,8.2,7.0,17.0,beijing_grid_303,-1.79,1022.77,63.25,53.2,5.99
yongdingmennei,2017-01-04 16:00:00,232.0,96.39019991556506,125.0,7.5,5.0,17.0,beijing_grid_303,-1.89,1022.97,65.38,56.52,5.69
yongdingmennei,2017-01-04 17:00:00,161.0,73.81778398487276,119.0,0.7,4.0,19.0,beijing_grid_303,-2.0,1023.16,67.51,60.21,5.4
yongdingmennei,2017-01-04 18:00:00,151.0,51.46843673859432,118.0,0.6,4.0,17.0,beijing_grid_303,-2.11,1023.36,69.64,64.29,5.14
yongdingmennei,2017-01-04 19:00:00,164.0,29.3421581767297,115.0,4.9,4.0,17.0,beijing_grid_303,-2.35,1023.64,72.18,59.8,4.71
yongdingmennei,2017-01-04 20:00:00,181.0,7.438948299278852,107.0,4.2,2.8537725914091516,15.0,beijing_grid_303,-2.59,1023.92,74.72,54.44,4.31
yongdingmennei,2017-01-04 21:00:00,218.0,-14.24119289375821,108.0,4.9,3.0,20.0,beijing_grid_303,-2.82,1024.2,77.26,48.08,3.97
yongdingmennei,2017-01-04 22:00:00,290.0,-35.69826540238144,128.0,7.4,6.0,18.0,beijing_grid_303,-2.37,1024.73,73.64,32.98,3.87
yongdingmennei,2017-01-04 23:00:00,308.0,-56.9322692265909,133.0,7.7,6.0,13.0,beijing_grid_303,-1.91,1025.26,70.02,18.16,4.04
yongdingmennei,2017-01-05 00:00:00,267.0,-77.94320436638654,130.0,7.3,5.0,19.0,beijing_grid_303,-1.45,1025.78,66.4,5.33,4.45
yongdingmennei,2017-01-05 01:00:00,260.0,-98.73107082176837,128.0,7.1,6.0,20.0,beijing_grid_303,-0.26,1025.91,61.15,17.88,4.27
yongdingmennei,2017-01-05 02:00:00,269.0,-119.29586859273635,127.0,0.7,6.0,23.0,beijing_grid_303,0.93,1026.03,55.9,30.89,4.29
yongdingmennei,2017-01-05 03:00:00,266.0,-139.63759767929065,127.0,6.9,6.0,24.0,beijing_grid_303,2.12,1026.16,50.64,43.12,4.54
yongdingmennei,2017-01-05 04:00:00,249.0,-159.7562580814311,129.0,6.4,7.0,27.0,beijing_grid_303,2.68,1025.71,49.19,64.79,3.91
yongdingmennei,2017-01-05 05:00:00,212.0,-179.6518497991577,123.0,5.4,8.0,33.0,beijing_grid_303,3.25,1025.26,47.74,89.74,3.97
yongdingmennei,2017-01-05 06:00:00,201.0,-199.32437283247052,118.0,4.8,9.0,33.0,beijing_grid_303,3.81,1024.82,46.29,110.28,4.7
yongdingmennei,2017-01-05 07:00:00,195.0,-218.7738271813696,118.0,4.5,8.0,31.0,beijing_grid_303,2.1,1024.76,50.96,110.18,4.76
yongdingmennei,2017-01-05 08:00:00,182.0,-238.00021284585486,119.0,4.2,8.0,32.0,beijing_grid_303,0.4,1024.7,55.64,110.08,4.81
yongdingmennei,2017-01-05 09:00:00,190.0,-257.0035298259263,126.0,4.4,7.0,32.0,beijing_grid_303,-1.31,1024.64,60.31,109.99,4.87
yongdingmennei,2017-01-05 10:00:00,189.0,-275.78377812158374,129.0,4.4,6.0,29.0,beijing_grid_303,-1.78,1024.86,60.9,117.86,4.41
yongdingmennei,2017-01-05 11:00:00,198.0,-294.3409577328276,132.0,4.6,6.0,27.0,beijing_grid_303,-2.25,1025.07,61.49,127.35,4.05
yongdingmennei,2017-01-05 12:00:00,195.0,-312.67506865965765,132.0,4.5,6.0,22.0,beijing_grid_303,-2.73,1025.29,62.08,138.33,3.81
yongdingmennei,2017-01-05 13:00:00,206.0,-330.7861109020738,135.0,4.8,7.0,18.0,beijing_grid_303,-2.66,1025.13,64.92,163.01,3.98
yongdingmennei,2017-01-05 14:00:00,223.0,-348.6740844600762,143.0,5.7,8.0,12.0,beijing_grid_303,-2.59,1024.97,67.76,182.51,4.77
yongdingmennei,2017-01-05 15:00:00,238.0,-366.3389893336648,151.0,6.6,9.0,11.0,beijing_grid_303,-2.52,1024.81,70.6,195.43,5.94
yongdingmennei,2017-01-05 16:00:00,231.0,-383.7808255228397,141.0,6.2,8.0,9.0,beijing_grid_303,-2.87,1024.54,73.96,193.81,4.96
yongdingmennei,2017-01-05 17:00:00,219.0,-400.99959302760067,128.0,5.9,8.0,12.0,beijing_grid_303,-3.22,1024.27,77.33,191.38,3.98
yongdingmennei,2017-01-05 18:00:00,220.0,-417.99529184794784,122.0,5.9,9.0,13.0,beijing_grid_303,-3.57,1024.01,80.7,187.38,3.02
yongdingmennei,2017-01-05 19:00:00,202.0,-434.76792198388125,112.0,5.5,8.0,12.0,beijing_grid_303,-3.77,1023.71,81.7,169.47,2.26
yongdingmennei,2017-01-05 20:00:00,188.0,-451.3174834354008,111.0,5.3,8.0,11.0,beijing_grid_303,-3.97,1023.42,82.71,140.02,1.89
yongdingmennei,2017-01-05 21:00:00,177.0,-467.64397620250656,107.0,5.1,9.0,10.0,beijing_grid_303,-4.18,1023.12,83.72,108.48,2.12
yongdingmennei,2017-01-05 22:00:00,179.0,-483.74740028519864,109.0,5.4,7.0,10.0,beijing_grid_303,-4.2,1023.13,83.85,107.49,2.02
yongdingmennei,2017-01-05 23:00:00,194.0,-499.6277556834768,136.0,6.6,8.0,16.0,beijing_grid_303,-4.22,1023.14,83.98,106.39,1.91
yongdingmennei,2017-01-06 00:00:00,217.0,-515.2850423973412,146.0,7.6,9.0,26.0,beijing_grid_303,-4.25,1023.15,84.11,105.17,1.81
yongdingmennei,2017-01-06 01:00:00,213.0,-530.7192604267917,139.0,7.1,9.0,34.0,beijing_grid_303,-2.1,1023.03,74.5,129.04,2.0
yongdingmennei,2017-01-06 02:00:00,224.0,-545.9304097718285,147.0,6.9,9.0,52.0,beijing_grid_303,0.05,1022.91,64.88,146.39,2.46
yongdingmennei,2017-01-06 03:00:00,221.0,-560.9184904324516,146.0,0.6,9.0,61.0,beijing_grid_303,2.19,1022.79,55.27,157.62,3.06
yongdingmennei,2017-01-06 04:00:00,210.0,-575.6835024086606,143.0,5.2,9.0,59.0,beijing_grid_303,2.97,1021.95,54.41,163.31,3.4
yongdingmennei,2017-01-06 05:00:00,223.0,-590.225445700456,148.0,0.5,10.0,54.0,beijing_grid_303,3.75,1021.1,53.56,167.95,3.76
yongdingmennei,2017-01-06 06:00:00,221.0,-604.5443203078376,155.0,4.7,11.0,50.0,beijing_grid_303,4.53,1020.26,52.7,171.75,4.14
yongdingmennei,2017-01-06 07:00:00,220.0,-618.6401262308053,154.0,4.4,11.0,52.0,beijing_grid_303,2.51,1020.01,63.11,163.21,3.95
yongdingmennei,2017-01-06 08:00:00,186.0,-632.5128634693593,136.0,3.6,11.0,41.0,beijing_grid_303,0.49,1019.76,73.52,154.03,3.86
yongdingmennei,2017-01-06 09:00:00,205.0,-646.1625320234996,147.0,3.9,7.0,37.0,beijing_grid_303,-1.53,1019.51,83.92,144.65,3.86
yongdingmennei,2017-01-06 10:00:00,210.0,-659.5891318932258,142.0,0.4,6.0,30.0,beijing_grid_303,-1.9,1019.63,84.74,136.91,3.06
yongdingmennei,2017-01-06 11:00:00,214.0,-672.7926630785385,136.0,0.4,5.0,28.0,beijing_grid_303,-2.27,1019.75,85.56,124.15,2.35
yongdingmennei,2017-01-06 12:00:00,217.0,-685.7731255794371,136.0,4.2,5.0,32.0,beijing_grid_303,-2.64,1019.87,86.38,102.7,1.85
yongdingmennei,2017-01-06 13:00:00,221.0,-698.530519395922,125.0,4.1,5.0,29.0,beijing_grid_303,-2.73,1019.81,86.57,98.36,2.01
yongdingmennei,2017-01-06 14:00:00,216.0,-711.0648445279932,122.0,3.9,5.0,28.0,beijing_grid_303,-2.83,1019.75,86.77,94.68,2.18
yongdingmennei,2017-01-06 15:00:00,224.0,-723.3761009756505,127.0,4.2,5.0,27.0,beijing_grid_303,-2.92,1019.68,86.96,91.53,2.36
yongdingmennei,2017-01-06 16:00:00,221.0,-735.4642887388941,133.0,4.5,6.0,24.0,beijing_grid_303,-3.1,1019.58,87.2,78.68,2.1
yongdingmennei,2017-01-06 17:00:00,236.0,-747.3294078177239,151.0,4.8,8.0,28.0,beijing_grid_303,-3.28,1019.48,87.44,63.3,1.98
yongdingmennei,2017-01-06 18:00:00,233.0,-758.9714582121399,146.0,4.7,8.0,30.0,beijing_grid_303,-3.46,1019.38,87.67,47.17,2.0
yongdingmennei,2017-01-06 19:00:00,229.0,-770.3904399221419,140.0,0.4,8.0,34.0,beijing_grid_303,-3.43,1019.18,87.71,37.4,2.25
yongdingmennei,2017-01-06 20:00:00,249.0,-781.5863529477302,154.0,4.8,8.907378570490685,33.0,beijing_grid_303,-3.4,1018.97,87.74,29.71,2.54
yongdingmennei,2017-01-06 21:00:00,261.0,-792.5591972889049,151.0,5.5,9.0,31.0,beijing_grid_303,-3.37,1018.76,87.78,23.7,2.87
yongdingmennei,2017-01-06 22:00:00,232.0,-803.3089729456655,122.0,4.7,7.0,30.0,beijing_grid_303,-3.26,1018.88,87.39,15.19,2.85
yongdingmennei,2017-01-06 23:00:00,217.0,-813.5395972117158,103.0,0.4,6.0,28.0,beijing_grid_303,-3.14,1018.99,86.99,6.75,2.9
yongdingmennei,2017-01-07 00:00:00,218.0,-822.9549873807584,107.0,0.4,6.0,29.0,beijing_grid_303,-3.03,1019.11,86.6,358.72,3.0
yongdingmennei,2017-01-07 01:00:00,209.0,-831.5551434527943,96.0,3.9,6.0,29.0,beijing_grid_303,-0.85,1019.02,77.17,358.61,3.82
yongdingmennei,2017-01-07 02:00:00,198.0,-839.3400654278227,89.0,3.4,6.0,30.0,beijing_grid_303,1.33,1018.92,67.74,358.54,4.63
yongdingmennei,2017-01-07 03:00:00,149.0,-846.3097533058435,76.0,2.7,9.0,29.0,beijing_grid_303,3.51,1018.83,58.32,358.49,5.45
yongdingmennei,2017-01-07 04:00:00,167.0,-852.4642070868574,77.0,2.7,12.0,28.0,beijing_grid_303,3.75,1018.55,60.07,21.65,4.55
yongdingmennei,2017-01-07 05:00:00,179.0,-857.8034267708638,83.0,2.7,13.0,25.0,beijing_grid_303,3.99,1018.28,61.83,49.28,4.62
yongdingmennei,2017-01-07 06:00:00,164.0,-862.327412357863,82.0,2.6,10.0,20.0,beijing_grid_303,4.23,1018.01,63.59,71.33,5.62
yongdingmennei,2017-01-07 07:00:00,121.0,-866.0361638478548,68.0,0.2,14.0,15.0,beijing_grid_303,3.01,1018.07,71.53,83.53,6.24
yongdingmennei,2017-01-07 08:00:00,106.0,-868.9296812408395,68.0,1.9,16.0,14.0,beijing_grid_303,1.78,1018.13,79.47,93.19,7.08
yongdingmennei,2017-01-07 09:00:00,118.0,-871.0079645368169,77.0,2.1,12.0,14.0,beijing_grid_303,0.55,1018.19,87.4,100.62,8.09
yongdingmennei,2017-01-07 10:00:00,127.0,-872.2710137357868,82.0,2.3,7.0,14.0,beijing_grid_303,-0.61,1018.42,89.74,102.27,6.84
yongdingmennei,2017-01-07 11:00:00,125.0,-872.7188288377496,85.0,2.5,5.0,12.0,beijing_grid_303,-1.78,1018.65,92.08,104.65,5.6
yongdingmennei,2017-01-07 12:00:00,132.0,-872.3514098427052,85.0,0.3,4.0,17.0,beijing_grid_303,-2.94,1018.88,94.42,108.38,4.37
yongdingmennei,2017-01-07 13:00:00,179.0,-871.1687567506533,95.0,4.8,4.0,24.0,beijing_grid_303,-3.15,1018.83,93.82,120.91,2.78
yongdingmennei,2017-01-07 14:00:00,199.0,-869.1708695615941,101.0,4.6,4.0,34.0,beijing_grid_303,-3.37,1018.77,93.21,157.16,1.6
yongdingmennei,2017-01-07 15:00:00,205.0,-866.3577482755279,102.0,0.5,4.0,32.0,beijing_grid_303,-3.58,1018.72,92.6,216.75,1.91
yongdingmennei,2017-01-07 16:00:00,207.0,-862.7293928924541,102.0,0.5,4.0,30.0,beijing_grid_303,-3.51,1018.51,87.8,261.3,2.78
yongdingmennei,2017-01-07 17:00:00,203.0,-858.2858034123733,101.0,5.1,5.0,28.0,beijing_grid_303,-3.44,1018.3,83.0,278.94,4.41
yongdingmennei,2017-01-07 18:00:00,167.0,-853.026979835285,88.0,3.9,7.0,26.0,beijing_grid_303,-3.37,1018.09,78.2,286.72,6.23
yongdingmennei,2017-01-07 19:00:00,34.0,-846.9529221611895,45.0,0.8,20.0,21.0,beijing_grid_303,-3.45,1018.05,73.66,298.22,6.85
yongdingmennei,2017-01-07 20:00:00,23.0,-840.0636303900865,30.0,0.5,34.0,11.0,beijing_grid_303,-3.53,1018.01,69.13,307.52,7.69
yongdingmennei,2017-01-07 21:00:00,23.024973326792377,-832.3591045219765,29.268389234994544,0.4907065638207373,37.79220552821882,6.704284388101025,beijing_grid_303,-3.61,1017.97,64.59,314.82,8.69
yongdingmennei,2017-01-07 22:00:00,18.0,-823.8393445568593,33.0,0.4,36.0,5.0,beijing_grid_303,-3.68,1017.9,63.33,317.44,8.82
yongdingmennei,2017-01-07 23:00:00,17.0,-814.5043504947345,36.0,0.4,34.0,2.0,beijing_grid_303,-3.75,1017.84,62.07,319.98,8.97
yongdingmennei,2017-01-08 00:00:00,17.0,-804.3541223356024,43.0,0.5,27.0,3.0,beijing_grid_303,-3.82,1017.78,60.81,322.43,9.13
yongdingmennei,2017-01-08 01:00:00,21.0,-793.3886600794632,59.0,0.6,19.0,2.0,beijing_grid_303,-1.71,1017.6,53.07,319.26,9.35
yongdingmennei,2017-01-08 02:00:00,22.0,-781.6079637263168,49.0,0.6,30.0,3.0,beijing_grid_303,0.41,1017.41,45.33,316.24,9.6
yongdingmennei,2017-01-08 03:00:00,22.0,-769.012033276163,40.0,0.6,42.0,5.0,beijing_grid_303,2.52,1017.23,37.59,313.37,9.87
yongdingmennei,2017-01-08 04:00:00,26.0,-755.600868729002,38.0,0.6,47.0,4.0,beijing_grid_303,3.54,1016.56,35.44,312.64,10.72
yongdingmennei,2017-01-08 05:00:00,25.0,-741.3744700848334,36.0,0.5,51.0,3.0,beijing_grid_303,4.57,1015.88,33.3,312.02,11.58
yongdingmennei,2017-01-08 06:00:00,25.0,-726.3328373436577,35.0,0.5,54.0,2.0,beijing_grid_303,5.59,1015.21,31.15,311.48,12.43
yongdingmennei,2017-01-08 07:00:00,60.0,-710.475970505475,47.0,0.1,51.0,5.0,beijing_grid_303,3.78,1015.32,36.11,309.22,11.51
yongdingmennei,2017-01-08 08:00:00,138.0,-693.8038695702845,84.0,2.1,28.0,15.0,beijing_grid_303,1.97,1015.42,41.07,306.57,10.62
yongdingmennei,2017-01-08 09:00:00,141.0,-676.316534538087,99.0,2.2,13.0,11.0,beijing_grid_303,0.16,1015.53,46.02,303.45,9.75
yongdingmennei,2017-01-08 10:00:00,143.0,-658.0139654088823,108.0,2.7,5.0,8.0,beijing_grid_303,-0.39,1016.06,47.28,311.2,10.3
yongdingmennei,2017-01-08 11:00:00,158.0,-638.8961621826702,107.0,3.1,6.0,4.0,beijing_grid_303,-0.93,1016.6,48.55,318.06,11.02
yongdingmennei,2017-01-08 12:00:00,51.0,-618.963124859451,59.0,0.9,31.0,2.0,beijing_grid_303,-1.47,1017.13,49.81,324.0,11.87
yongdingmennei,2017-01-08 13:00:00,17.0,-598.214853439224,56.0,0.5,30.0,2.0,beijing_grid_303,-1.71,1017.79,51.0,329.04,12.34
yongdingmennei,2017-01-08 14:00:00,14.0,-576.6513479219902,54.0,0.4,33.0,2.0,beijing_grid_303,-1.96,1018.46,52.19,333.67,12.9
yongdingmennei,2017-01-08 15:00:00,10.0,-554.2726083077489,40.0,0.4,43.0,2.0,beijing_grid_303,-2.2,1019.12,53.38,337.89,13.53
yongdingmennei,2017-01-08 16:00:00,15.0,-531.0786345965005,42.0,0.4,38.0,2.0,beijing_grid_303,-2.47,1019.92,53.18,340.47,14.28
yongdingmennei,2017-01-08 17:00:00,11.0,-507.06942678824464,32.0,0.4,44.0,2.0,beijing_grid_303,-2.74,1020.72,52.99,342.79,15.05
yongdingmennei,2017-01-08 18:00:00,11.0,-482.24498488298144,31.0,0.3,42.0,7.0,beijing_grid_303,-3.01,1021.51,52.79,344.88,15.85
