station_id,utc_time,temperature,pressure,humidity,wind_direction,wind_speed,weather
beijing,2018-02-01 17:00:00,-3.2,1031.7,25,339,3.7,Sunny/clear
beijing,2018-02-01 18:00:00,-3.5,1032.4,26,352,5.8,Sunny/clear
beijing,2018-02-01 19:00:00,-4.0,1032.7,27,333,4.9,Sunny/clear
beijing,2018-02-01 20:00:00,-4.4,1033.3,28,346,4.2,Sunny/clear
beijing,2018-02-01 21:00:00,-5.0,1034.3,28,333,3.4,Sunny/clear
beijing,2018-02-01 22:00:00,-5.6,1034.8,23,339,5.2,Sunny/clear
beijing,2018-02-01 23:00:00,-6.2,1035.8,23,331,3.2,Sunny/clear
beijing,2018-02-02 00:00:00,-6.3,1036.4,21,352,3.9,Sunny/clear
beijing,2018-02-02 00:00:00,-6.3,1036.4,21,352,3.9,Sunny/clear
beijing,2018-02-02 01:00:00,-5.8,1037.2,21,342,4.4,Sunny/clear
beijing,2018-02-02 02:00:00,-4.9,1037.0,19,5,4.9,Sunny/clear
beijing,2018-02-02 03:00:00,-4.0,1036.5,19,350,4.2,Sunny/clear
beijing,2018-02-02 04:00:00,-3.3,1035.5,17,319,4.6,Sunny/clear
beijing,2018-02-02 05:00:00,-2.7,1034.8,16,0,6.8,Sunny/clear
beijing,2018-02-02 06:00:00,-2.1,1033.9,16,351,5.1,Sunny/clear
beijing,2018-02-02 07:00:00,-1.5,1033.3,14,337,4.1,Sunny/clear
beijing,2018-02-02 08:00:00,-1.5,1033.1,14,305,5.6,Sunny/clear
beijing,2018-02-02 09:00:00,-1.8,1033.1,14,343,3.8,Sunny/clear
beijing,2018-02-02 10:00:00,-2.3,1033.7,16,328,3.6,Sunny/clear
beijing,2018-02-02 11:00:00,-2.6,1034.1,17,325,2.9,Sunny/clear
beijing,2018-02-02 12:00:00,-2.8,1034.6,16,340,2.1,Sunny/clear
beijing,2018-02-02 13:00:00,-4.0,1035.1,19,36,1.9,Sunny/clear
beijing,2018-02-02 14:00:00,-4.7,1035.5,19,44,4.5,Sunny/clear
beijing,2018-02-02 15:00:00,-5.5,1035.6,21,40,1.7,Sunny/clear
beijing,2018-02-02 16:00:00,-6.5,1035.7,23,27,1.0,Sunny/clear
beijing,2018-02-02 17:00:00,-7.6,1035.3,27,50,0.9,Sunny/clear
beijing,2018-02-02 18:00:00,-7.1,1035.4,26,45,1.3,Sunny/clear
beijing,2018-02-02 19:00:00,-8.4,1035.2,30,61,1.0,Sunny/clear
beijing,2018-02-02 20:00:00,-8.9,1034.8,32,44,0.7,Sunny/clear
beijing,2018-02-02 21:00:00,-8.1,1034.5,29,351,1.2,Sunny/clear
beijing,2018-02-02 22:00:00,-6.8,1034.4,26,345,1.5,Sunny/clear
beijing,2018-02-02 23:00:00,-7.4,1034.3,26,7,1.3,Sunny/clear
beijing,2018-02-03 00:00:00,-8.9,1034.6,33,207,0.5,Sunny/clear
beijing,2018-02-03 00:00:00,-8.9,1034.6,33,207,0.5,Sunny/clear
beijing,2018-02-03 01:00:00,-5.2,1034.4,26,296,1.6,Sunny/clear
beijing,2018-02-03 02:00:00,-3.8,1034.0,21,300,1.6,Sunny/clear
beijing,2018-02-03 03:00:00,-2.5,1033.4,19,318,2.0,Sunny/clear
beijing,2018-02-03 04:00:00,-1.6,1032.6,17,295,2.2,Sunny/clear
beijing,2018-02-03 05:00:00,-0.6,1031.5,14,306,4.3,Sunny/clear
beijing,2018-02-03 06:00:00,0.2,1030.8,14,338,2.9,Sunny/clear
beijing,2018-02-03 07:00:00,0.2,1030.7,14,335,3.6,Sunny/clear
beijing,2018-02-03 08:00:00,0.3,1030.5,15,315,2.7,Sunny/clear
beijing,2018-02-03 09:00:00,-0.5,1030.7,16,26,4.1,Sunny/clear
beijing,2018-02-03 10:00:00,-1.7,1031.3,16,22,3.2,Sunny/clear
beijing,2018-02-03 11:00:00,-2.2,1032.1,17,14,2.3,Sunny/clear
beijing,2018-02-03 12:00:00,-2.6,1032.6,17,344,4.4,Sunny/clear
beijing,2018-02-03 13:00:00,-3.4,1033.1,19,15,2.6,Sunny/clear
beijing,2018-02-03 14:00:00,-4.5,1033.5,21,41,2.2,Sunny/clear
beijing,2018-02-03 15:00:00,-4.8,1033.5,22,36,2.3,Sunny/clear
beijing,2018-02-03 16:00:00,-5.1,1033.7,24,34,3.1,Sunny/clear
beijing,2018-02-03 17:00:00,-6.1,1033.4,27,37,2.0,Sunny/clear
beijing,2018-02-03 18:00:00,-7.5,1033.3,30,60,1.4,Sunny/clear
beijing,2018-02-03 19:00:00,-8.6,1032.8,33,42,1.4,Sunny/clear
beijing,2018-02-03 20:00:00,-10.2,1032.0,38,113,0.7,Sunny/clear
beijing,2018-02-03 21:00:00,-10.9,1031.6,39,239,1.9,Sunny/clear
beijing,2018-02-03 22:00:00,-9.5,1031.3,38,205,0.7,Sunny/clear
beijing,2018-02-03 23:00:00,-9.0,1031.0,38,198,1.4,Sunny/clear
beijing,2018-02-04 00:00:00,-8.4,1030.9,34,238,2.3,Sunny/clear
beijing,2018-02-04 00:00:00,-8.4,1030.9,34,238,2.3,Sunny/clear
beijing,2018-02-04 01:00:00,-6.1,1030.6,27,210,2.8,Sunny/clear
beijing,2018-02-04 02:00:00,-4.2,1030.4,22,225,4.4,Sunny/clear
beijing,2018-02-04 03:00:00,-2.9,1029.9,20,227,3.6,Sunny/clear
beijing,2018-02-04 04:00:00,-1.5,1028.7,18,242,5.0,Sunny/clear
beijing,2018-02-04 05:00:00,-0.2,1027.5,17,236,4.2,Sunny/clear
beijing,2018-02-04 06:00:00,1.1,1026.5,16,217,3.2,Sunny/clear
beijing,2018-02-04 07:00:00,1.5,1025.7,16,211,2.8,Sunny/clear
beijing,2018-02-04 08:00:00,2.2,1025.1,16,223,2.6,Sunny/clear
beijing,2018-02-04 09:00:00,1.4,1025.2,17,225,2.2,Sunny/clear
beijing,2018-02-04 10:00:00,0.2,1025.7,19,97,1.6,Sunny/clear
beijing,2018-02-04 11:00:00,-1.7,1026.7,24,54,1.7,Sunny/clear
beijing,2018-02-04 12:00:00,-2.2,1027.8,25,33,1.9,Sunny/clear
beijing,2018-02-04 13:00:00,-2.3,1028.4,24,36,1.6,Sunny/clear
beijing,2018-02-04 14:00:00,-1.7,1029.1,22,34,3.2,Sunny/clear
beijing,2018-02-04 15:00:00,-1.9,1029.6,21,19,4.4,Sunny/clear
beijing,2018-02-04 16:00:00,-2.7,1030.0,21,23,1.9,Sunny/clear
beijing,2018-02-04 17:00:00,-3.4,1030.1,21,25,5.1,Sunny/clear
beijing,2018-02-04 18:00:00,-3.7,1030.2,22,27,3.7,Sunny/clear
beijing,2018-02-04 19:00:00,-4.6,1030.5,24,46,3.4,Sunny/clear
beijing,2018-02-04 20:00:00,-6.2,1030.7,29,52,4.7,Sunny/clear
beijing,2018-02-04 21:00:00,-7.2,1030.9,30,46,3.5,Sunny/clear
beijing,2018-02-04 22:00:00,-7.8,1031.1,29,56,4.3,Sunny/clear
beijing,2018-02-04 23:00:00,-8.2,1031.6,30,60,4.0,Sunny/clear
beijing,2018-02-05 00:00:00,-8.1,1032.2,29,63,2.8,Sunny/clear
beijing,2018-02-05 00:00:00,-8.1,1032.2,29,63,2.8,Sunny/clear
beijing,2018-02-05 01:00:00,-6.9,1032.3,25,43,3.7,Sunny/clear
beijing,2018-02-05 02:00:00,-5.4,1032.1,20,28,4.5,Sunny/clear
beijing,2018-02-05 03:00:00,-3.6,1031.9,19,25,4.9,Sunny/clear
beijing,2018-02-05 04:00:00,-3.0,1031.0,18,19,4.9,Sunny/clear
beijing,2018-02-05 05:00:00,-2.0,1029.7,15,12,5.3,Sunny/clear
beijing,2018-02-05 06:00:00,-1.4,1028.6,13,25,6.0,Sunny/clear
beijing,2018-02-05 07:00:00,-0.6,1028.0,12,20,6.1,Sunny/clear
beijing,2018-02-05 08:00:00,-0.5,1028.0,12,7,5.3,Sunny/clear
beijing,2018-02-05 09:00:00,-0.6,1028.0,13,15,4.0,Sunny/clear
beijing,2018-02-05 10:00:00,-2.2,1028.6,15,85,3.7,Sunny/clear
beijing,2018-02-05 11:00:00,-3.5,1029.7,16,127,1.5,Sunny/clear
beijing,2018-02-05 12:00:00,-4.6,1030.0,18,88,1.5,Sunny/clear
beijing,2018-02-05 13:00:00,-4.8,1030.5,17,89,2.2,Sunny/clear
beijing,2018-02-05 14:00:00,-5.6,1030.6,19,81,1.3,Sunny/clear
beijing,2018-02-05 15:00:00,-6.4,1030.3,21,53,2.1,Sunny/clear
beijing,2018-02-05 16:00:00,-7.9,1029.9,26,44,1.5,Sunny/clear
beijing,2018-02-05 17:00:00,-9.2,1029.7,29,0,0.0,Sunny/clear
beijing,2018-02-05 18:00:00,-11.0,1029.2,35,0,0.0,Sunny/clear
beijing,2018-02-05 19:00:00,-11.1,1028.6,34,225,1.3,Sunny/clear
beijing,2018-02-05 20:00:00,-11.6,1028.1,42,204,0.5,Sunny/clear
beijing,2018-02-05 21:00:00,-12.0,1027.8,43,158,0.4,Sunny/clear
beijing,2018-02-05 22:00:00,-11.7,1027.5,43,226,0.9,Sunny/clear
beijing,2018-02-05 23:00:00,-11.7,1027.6,45,115,0.7,Sunny/clear
beijing,2018-02-06 00:00:00,-10.7,1027.6,43,0,0.0,Sunny/clear
beijing,2018-02-06 00:00:00,-10.7,1027.6,43,0,0.0,Sunny/clear
beijing,2018-02-06 01:00:00,-5.7,1027.5,23,253,1.8,Sunny/clear
beijing,2018-02-06 02:00:00,-4.3,1027.0,23,195,2.6,Sunny/clear
beijing,2018-02-06 03:00:00,-2.6,1026.2,23,188,2.1,Sunny/clear
beijing,2018-02-06 04:00:00,-1.4,1024.7,22,267,3.2,Sunny/clear
beijing,2018-02-06 05:00:00,0.1,1023.0,21,203,3.8,Hail
beijing,2018-02-06 06:00:00,0.8,1021.6,21,208,5.0,Hail
beijing,2018-02-06 07:00:00,1.5,1020.7,21,238,4.3,Hail
beijing,2018-02-06 08:00:00,1.6,1020.3,22,224,3.8,Hail
beijing,2018-02-06 09:00:00,0.9,1019.9,23,229,3.8,Sunny/clear
beijing,2018-02-06 10:00:00,-0.5,1020.2,26,206,1.4,Sunny/clear
beijing,2018-02-06 11:00:00,-1.1,1020.3,28,202,2.5,Sunny/clear
beijing,2018-02-06 12:00:00,-1.6,1020.0,30,216,2.8,Sunny/clear
beijing,2018-02-06 13:00:00,-2.5,1020.4,31,239,1.1,Sunny/clear
beijing,2018-02-06 14:00:00,-2.6,1020.1,32,235,1.6,Sunny/clear
beijing,2018-02-06 15:00:00,-2.6,1019.5,32,201,2.0,Sunny/clear
beijing,2018-02-06 16:00:00,-3.9,1019.5,35,165,0.8,Sunny/clear
beijing,2018-02-06 17:00:00,-6.1,1019.3,42,45,1.1,Hail
beijing,2018-02-06 18:00:00,-5.3,1019.3,41,63,1.2,Sunny/clear
beijing,2018-02-06 19:00:00,-6.1,1019.0,50,69,2.6,Hail
beijing,2018-02-06 20:00:00,-7.0,1019.3,63,67,2.1,Hail
beijing,2018-02-06 21:00:00,-7.2,1019.8,67,65,2.7,Hail
beijing,2018-02-06 22:00:00,-7.9,1020.4,70,21,0.7,Sunny/clear
beijing,2018-02-06 23:00:00,-6.6,1021.2,60,6,2.4,Hail
beijing,2018-02-07 00:00:00,-3.0,1022.4,26,345,2.6,Sunny/clear
beijing,2018-02-07 00:00:00,-3.0,1022.4,26,345,2.6,Sunny/clear
beijing,2018-02-07 01:00:00,-2.9,1023.4,21,351,8.1,Sunny/clear
beijing,2018-02-07 02:00:00,-2.6,1024.0,19,335,7.0,Sunny/clear
beijing,2018-02-07 03:00:00,-2.1,1024.6,18,339,7.4,Sunny/clear
beijing,2018-02-07 04:00:00,-1.1,1024.4,19,332,4.8,Sunny/clear
beijing,2018-02-07 05:00:00,0.1,1023.9,17,353,3.5,Sunny/clear
beijing,2018-02-07 06:00:00,0.2,1023.7,16,344,6.0,Sunny/clear
beijing,2018-02-07 07:00:00,0.9,1023.4,16,321,4.5,Sunny/clear
beijing,2018-02-07 08:00:00,0.7,1023.4,16,318,6.1,Sunny/clear
beijing,2018-02-07 09:00:00,0.4,1023.7,17,323,4.3,Sunny/clear
beijing,2018-02-07 10:00:00,-0.3,1023.9,18,331,2.3,Sunny/clear
beijing,2018-02-07 11:00:00,-0.6,1024.4,18,336,2.8,Sunny/clear
beijing,2018-02-07 12:00:00,-1.4,1024.7,18,359,3.2,Sunny/clear
beijing,2018-02-07 13:00:00,-2.2,1025.0,18,10,2.9,Sunny/clear
beijing,2018-02-07 14:00:00,-3.5,1025.0,21,28,1.0,Sunny/clear
beijing,2018-02-07 15:00:00,-4.7,1024.1,22,41,1.8,Sunny/clear
beijing,2018-02-07 16:00:00,-5.7,1023.8,27,65,1.6,Sunny/clear
beijing,2018-02-07 17:00:00,-7.2,1023.3,31,93,0.7,Sunny/clear
beijing,2018-02-07 18:00:00,-9.0,1023.2,36,106,0.9,Sunny/clear
beijing,2018-02-07 19:00:00,-9.5,1022.2,36,235,1.4,Sunny/clear
beijing,2018-02-07 20:00:00,-8.9,1021.4,36,209,1.2,Sunny/clear
beijing,2018-02-07 21:00:00,-10.5,1020.4,42,0,0.0,Sunny/clear
beijing,2018-02-07 22:00:00,-9.9,1019.8,42,42,0.9,Sunny/clear
beijing,2018-02-07 23:00:00,-10.9,1019.4,54,47,1.3,Sunny/clear
beijing,2018-02-08 00:00:00,-10.0,1019.9,64,55,1.7,Hail
beijing,2018-02-08 00:00:00,-10.0,1019.9,64,55,1.7,Hail
beijing,2018-02-08 01:00:00,-7.1,1019.7,58,86,1.7,Hail
beijing,2018-02-08 02:00:00,-5.7,1019.6,50,358,0.6,Hail
beijing,2018-02-08 03:00:00,-2.8,1018.5,25,188,2.0,Hail
beijing,2018-02-08 04:00:00,0.1,1016.9,18,223,4.7,Sunny/clear
beijing,2018-02-08 05:00:00,0.5,1015.6,17,236,4.8,Sunny/clear
beijing,2018-02-08 06:00:00,0.7,1014.0,16,205,5.3,Sunny/clear
beijing,2018-02-08 07:00:00,1.3,1013.4,17,229,2.1,Sunny/clear
beijing,2018-02-08 08:00:00,1.3,1012.8,16,240,2.0,Sunny/clear
beijing,2018-02-08 09:00:00,1.1,1012.8,17,221,1.1,Sunny/clear
beijing,2018-02-08 10:00:00,0.4,1013.0,18,223,0.9,Sunny/clear
beijing,2018-02-08 11:00:00,0.0,1013.0,20,125,1.0,Sunny/clear
beijing,2018-02-08 12:00:00,-2.5,1013.0,26,119,0.7,Sunny/clear
beijing,2018-02-08 13:00:00,-3.6,1012.7,30,97,1.0,Sunny/clear
beijing,2018-02-08 14:00:00,-5.1,1012.7,36,59,0.6,Sunny/clear
beijing,2018-02-08 15:00:00,-3.9,1012.9,31,61,2.0,Sunny/clear
beijing,2018-02-08 16:00:00,-4.3,1012.5,35,33,2.1,Hail
beijing,2018-02-08 17:00:00,-5.4,1012.7,47,53,1.3,Hail
beijing,2018-02-08 18:00:00,-6.1,1012.4,53,61,1.5,Sunny/clear
beijing,2018-02-08 19:00:00,-6.5,1012.6,56,82,1.8,Hail
beijing,2018-02-08 20:00:00,-7.1,1012.6,60,38,1.3,Hail
beijing,2018-02-08 21:00:00,-7.2,1012.2,62,80,1.7,Hail
beijing,2018-02-08 22:00:00,-6.8,1012.9,59,97,1.1,Hail
beijing,2018-02-08 23:00:00,-6.2,1013.4,55,81,1.0,Hail
beijing,2018-02-09 00:00:00,-5.3,1014.3,54,68,1.6,Hail
beijing,2018-02-09 00:00:00,-5.3,1014.3,54,68,1.6,Hail
beijing,2018-02-09 01:00:00,-1.6,1015.3,33,215,0.8,Sunny/clear
beijing,2018-02-09 02:00:00,2.5,1015.1,20,340,5.7,Hail
beijing,2018-02-09 03:00:00,2.1,1016.2,18,351,9.6,Sunny/clear
beijing,2018-02-09 04:00:00,2.6,1016.7,13,358,10.0,Sunny/clear
beijing,2018-02-09 05:00:00,2.9,1017.0,9,327,5.5,Sunny/clear
beijing,2018-02-09 06:00:00,3.1,1017.2,9,336,5.1,Sunny/clear
beijing,2018-02-09 07:00:00,3.6,1017.3,8,318,4.8,Sunny/clear
beijing,2018-02-09 08:00:00,3.0,1018.3,6,352,7.4,Sunny/clear
beijing,2018-02-09 09:00:00,1.7,1019.3,7,343,6.6,Sunny/clear
beijing,2018-02-09 10:00:00,0.2,1021.1,8,334,7.9,Sunny/clear
beijing,2018-02-09 11:00:00,-1.0,1022.9,10,331,6.1,Sunny/clear
beijing,2018-02-09 12:00:00,-2.0,1025.4,12,339,5.0,Sunny/clear
beijing,2018-02-09 13:00:00,-2.8,1025.8,13,325,4.9,Sunny/clear
beijing,2018-02-09 14:00:00,-3.5,1026.1,15,350,2.3,Sunny/clear
beijing,2018-02-09 15:00:00,-4.3,1026.5,16,11,2.8,Sunny/clear
beijing,2018-02-09 16:00:00,-4.7,1026.8,17,10,2.4,Sunny/clear
beijing,2018-02-09 17:00:00,-5.4,1027.3,18,5,1.8,Sunny/clear
beijing,2018-02-09 18:00:00,-8.0,1027.1,22,0,0.0,Sunny/clear
beijing,2018-02-09 19:00:00,-9.6,1026.8,26,200,0.3,Sunny/clear
beijing,2018-02-09 20:00:00,-10.2,1026.1,29,44,0.8,Sunny/clear
beijing,2018-02-09 21:00:00,-8.6,1025.9,26,25,1.2,Sunny/clear
beijing,2018-02-09 22:00:00,-6.2,1025.8,20,345,1.2,Sunny/clear
beijing,2018-02-09 23:00:00,-8.3,1026.4,26,235,2.0,Sunny/clear
beijing,2018-02-10 00:00:00,-7.5,1027.7,24,273,2.5,Sunny/clear
beijing,2018-02-10 00:00:00,-7.5,1027.7,24,273,2.5,Sunny/clear
beijing,2018-02-10 01:00:00,-5.2,1028.0,20,259,2.7,Sunny/clear
beijing,2018-02-10 02:00:00,-3.1,1027.7,17,328,4.9,Sunny/clear
beijing,2018-02-10 03:00:00,-3.0,1027.5,16,333,6.2,Sunny/clear
beijing,2018-02-10 04:00:00,-2.6,1026.2,14,346,5.8,Sunny/clear
beijing,2018-02-10 05:00:00,-2.6,1025.1,12,349,8.0,Sunny/clear
beijing,2018-02-10 06:00:00,-1.8,1024.1,11,336,6.7,Sunny/clear
beijing,2018-02-10 07:00:00,-1.6,1024.2,11,332,4.9,Sunny/clear
beijing,2018-02-10 08:00:00,-1.4,1024.2,10,330,5.1,Sunny/clear
beijing,2018-02-10 09:00:00,-2.0,1024.1,12,334,3.8,Sunny/clear
beijing,2018-02-10 10:00:00,-2.6,1024.4,13,305,3.6,Sunny/clear
beijing,2018-02-10 11:00:00,-3.1,1024.9,15,331,1.7,Sunny/clear
beijing,2018-02-10 12:00:00,-3.6,1024.9,15,295,2.4,Sunny/clear
beijing,2018-02-10 13:00:00,-4.5,1024.8,18,291,1.0,Sunny/clear
beijing,2018-02-10 14:00:00,-5.1,1024.6,20,332,1.3,Sunny/clear
beijing,2018-02-10 15:00:00,-6.1,1024.5,22,300,2.0,Sunny/clear
beijing,2018-02-10 16:00:00,-3.4,1024.4,18,338,2.9,Sunny/clear
beijing,2018-02-10 17:00:00,-3.6,1023.9,23,340,3.4,Sunny/clear
beijing,2018-02-10 18:00:00,-4.0,1023.5,24,340,5.4,Sunny/clear
beijing,2018-02-10 19:00:00,-4.6,1023.1,26,336,1.6,Sunny/clear
beijing,2018-02-10 20:00:00,-4.7,1022.7,23,344,2.1,Sunny/clear
beijing,2018-02-10 21:00:00,-5.2,1022.3,22,315,3.0,Sunny/clear
beijing,2018-02-10 22:00:00,-4.7,1022.5,19,306,6.2,Sunny/clear
beijing,2018-02-10 23:00:00,-5.3,1023.0,20,319,7.2,Sunny/clear
beijing,2018-02-11 00:00:00,-5.4,1023.6,18,334,4.3,Sunny/clear
beijing,2018-02-11 00:00:00,-5.4,1023.6,18,334,4.3,Sunny/clear
beijing,2018-02-11 01:00:00,-5.1,1024.3,18,339,7.9,Sunny/clear
beijing,2018-02-11 02:00:00,-5.0,1024.6,16,347,6.3,Sunny/clear
beijing,2018-02-11 03:00:00,-4.8,1024.8,15,329,6.6,Sunny/clear
beijing,2018-02-11 04:00:00,-4.1,1024.3,15,10,6.6,Sunny/clear
beijing,2018-02-11 05:00:00,-3.3,1023.6,14,310,5.4,Sunny/clear
beijing,2018-02-11 06:00:00,-2.6,1023.1,13,316,6.5,Sunny/clear
beijing,2018-02-11 07:00:00,-2.3,1022.9,13,322,6.1,Sunny/clear
beijing,2018-02-11 08:00:00,-1.8,1022.5,13,320,5.7,Sunny/clear
beijing,2018-02-11 09:00:00,-1.7,1022.5,13,324,5.8,Sunny/clear
beijing,2018-02-11 10:00:00,-2.2,1022.8,14,302,3.2,Sunny/clear
beijing,2018-02-11 11:00:00,-2.2,1023.3,15,302,3.1,Sunny/clear
beijing,2018-02-11 12:00:00,-2.2,1023.6,16,299,1.8,Sunny/clear
beijing,2018-02-11 13:00:00,-2.2,1023.8,17,338,2.3,Sunny/clear
beijing,2018-02-11 14:00:00,-2.1,1024.2,17,289,2.4,Sunny/clear
beijing,2018-02-11 15:00:00,-1.8,1023.7,16,331,4.8,Sunny/clear
beijing,2018-02-11 16:00:00,-2.2,1023.3,17,286,3.6,Sunny/clear
beijing,2018-02-11 17:00:00,-2.4,1022.7,18,318,1.9,Sunny/clear
beijing,2018-02-11 18:00:00,-2.4,1022.4,19,311,3.3,Sunny/clear
beijing,2018-02-11 19:00:00,-4.3,1021.9,21,215,2.1,Sunny/clear
beijing,2018-02-11 20:00:00,-5.9,1021.3,22,85,1.1,Sunny/clear
beijing,2018-02-11 21:00:00,-2.2,1021.0,20,290,2.9,Sunny/clear
beijing,2018-02-11 22:00:00,-2.5,1020.9,21,330,2.5,Sunny/clear
beijing,2018-02-11 23:00:00,-2.2,1021.3,20,343,3.1,Sunny/clear
beijing,2018-02-12 00:00:00,-2.6,1021.9,22,297,2.7,Sunny/clear
beijing,2018-02-12 00:00:00,-2.6,1021.9,22,297,2.7,Sunny/clear
beijing,2018-02-12 01:00:00,-0.4,1021.8,17,295,4.2,Sunny/clear
beijing,2018-02-12 02:00:00,0.7,1021.6,16,304,7.0,Sunny/clear
beijing,2018-02-12 03:00:00,1.8,1021.3,16,331,4.7,Sunny/clear
beijing,2018-02-12 04:00:00,2.8,1020.3,15,320,6.1,Sunny/clear
beijing,2018-02-12 05:00:00,4.1,1019.2,14,333,4.5,Sunny/clear
beijing,2018-02-12 06:00:00,4.6,1018.3,13,278,3.7,Sunny/clear
beijing,2018-02-12 07:00:00,5.0,1017.9,12,240,4.0,Sunny/clear
beijing,2018-02-12 08:00:00,5.1,1017.4,12,246,4.2,Sunny/clear
beijing,2018-02-12 09:00:00,4.8,1016.8,12,215,3.1,Sunny/clear
beijing,2018-02-12 10:00:00,3.6,1016.7,14,223,3.6,Sunny/clear
beijing,2018-02-12 11:00:00,3.0,1016.6,14,229,3.2,Sunny/clear
beijing,2018-02-12 12:00:00,2.1,1016.5,15,241,2.4,Sunny/clear
beijing,2018-02-12 13:00:00,1.7,1016.1,16,256,2.4,Sunny/clear
beijing,2018-02-12 14:00:00,0.4,1015.9,17,176,1.4,Sunny/clear
beijing,2018-02-12 15:00:00,0.0,1015.2,18,240,2.0,Sunny/clear
beijing,2018-02-12 16:00:00,-1.6,1014.9,21,203,0.3,Sunny/clear
beijing,2018-02-12 17:00:00,-2.8,1014.5,24,218,0.7,Sunny/clear
beijing,2018-02-12 18:00:00,-4.7,1014.3,29,135,0.6,Sunny/clear
beijing,2018-02-12 19:00:00,-5.4,1013.9,32,110,0.4,Sunny/clear
beijing,2018-02-12 20:00:00,-5.7,1013.6,34,38,1.0,Hail
beijing,2018-02-12 21:00:00,-5.0,1013.1,34,101,1.2,Sunny/clear
beijing,2018-02-12 22:00:00,-5.1,1012.9,35,47,1.6,Sunny/clear
beijing,2018-02-12 23:00:00,-5.7,1012.3,37,75,2.1,Sunny/clear
beijing,2018-02-13 00:00:00,-4.7,1012.6,34,96,1.6,Sunny/clear
beijing,2018-02-13 00:00:00,-4.7,1012.6,34,96,1.6,Sunny/clear
beijing,2018-02-13 01:00:00,-2.2,1011.9,28,63,2.2,Sunny/clear
beijing,2018-02-13 02:00:00,0.3,1011.7,22,351,1.0,Sunny/clear
beijing,2018-02-13 03:00:00,2.2,1010.5,19,75,1.9,Hail
beijing,2018-02-13 04:00:00,4.3,1009.3,16,226,1.4,Hail
beijing,2018-02-13 05:00:00,6.1,1007.9,14,235,1.1,Hail
beijing,2018-02-13 06:00:00,6.3,1005.9,14,56,1.9,Hail
beijing,2018-02-13 07:00:00,8.4,1005.1,12,145,1.5,Sunny/clear
beijing,2018-02-13 08:00:00,9.2,1004.4,11,221,1.4,Sunny/clear
beijing,2018-02-13 09:00:00,8.2,1004.4,11,199,1.4,Sunny/clear
beijing,2018-02-13 10:00:00,4.4,1004.9,17,349,1.0,Sunny/clear
beijing,2018-02-13 11:00:00,1.1,1005.5,21,141,0.6,Hail
beijing,2018-02-13 12:00:00,0.2,1005.6,24,66,1.1,Hail
beijing,2018-02-13 13:00:00,-1.4,1006.6,29,4,1.2,Hail
beijing,2018-02-13 14:00:00,-2.4,1007.0,32,0,0.2,Hail
beijing,2018-02-13 15:00:00,-2.3,1007.5,33,351,1.2,Hail
beijing,2018-02-13 16:00:00,-1.3,1008.6,33,88,1.3,Hail
beijing,2018-02-13 17:00:00,-0.3,1009.0,30,81,2.0,Sunny/clear
beijing,2018-02-13 18:00:00,2.8,1009.7,22,57,1.9,Sunny/clear
beijing,2018-02-13 19:00:00,6.1,1010.3,16,357,4.6,Sunny/clear
beijing,2018-02-13 20:00:00,3.4,1011.4,20,43,3.3,Sunny/clear
