utc_time,station_id,PM2.5 (ug-m3),PM10 (ug-m3),NO2 (ug-m3),stationName,longitude,latitude,temperature,pressure,humidity,wind_direction,wind_speed/kph
2017-01-02 10:00:00,CD9,0.4,9.4,63.5,london_grid_409,-0.1,51.5,2.07,1024.68,88.15,356.06,16.18
2017-01-02 11:00:00,CD9,8.1,18.4,63.4,london_grid_409,-0.1,51.5,2.95,1025.23,84.65,357.37,17.22
2017-01-02 12:00:00,CD9,6.7,17.5,55.3,london_grid_409,-0.1,51.5,3.84,1025.78,81.14,358.54,18.27
2017-01-02 13:00:00,CD9,4.4,17.6,57.6,london_grid_409,-0.1,51.5,3.6,1025.72,82.5,354.53,15.85
2017-01-02 14:00:00,CD9,4.3,12.7,44.8,london_grid_409,-0.1,51.5,3.35,1025.66,83.87,349.11,13.53
2017-01-02 15:00:00,CD9,2.1,8.8,41.0,london_grid_409,-0.1,51.5,3.1,1025.6,85.23,341.56,11.38
2017-01-02 16:00:00,CD9,7.1,14.0,59.4,london_grid_409,-0.1,51.5,2.15,1025.85,87.87,335.54,11.27
2017-01-02 17:00:00,CD9,5.9,12.7,83.0,london_grid_409,-0.1,51.5,1.2,1026.11,90.5,329.47,11.29
2017-01-02 18:00:00,CD9,13.7,21.0,88.3,london_grid_409,-0.1,51.5,0.24,1026.37,93.14,323.48,11.43
2017-01-02 19:00:00,CD9,11.3,17.9,77.0,london_grid_409,-0.1,51.5,0.03,1026.35,92.33,317.44,11.01
2017-01-02 20:00:00,CD9,15.2,22.1,84.7,london_grid_409,-0.1,51.5,-0.19,1026.32,91.51,310.99,10.73
2017-01-02 21:00:00,CD9,21.2,27.6,82.6,london_grid_409,-0.1,51.5,-0.4,1026.3,90.69,304.29,10.58
2017-01-02 22:00:00,CD9,19.7,27.6,89.0,london_grid_409,-0.1,51.5,-0.41,1026.37,90.36,302.01,10.65
2017-01-02 23:00:00,CD9,14.6,22.5,88.3,london_grid_409,-0.1,51.5,-0.42,1026.45,90.02,299.76,10.73
2017-01-03 00:00:00,CD9,18.6,25.6,83.1,london_grid_409,-0.1,51.5,-0.43,1026.52,89.69,297.55,10.83
2017-01-03 01:00:00,CD9,18.1,22.8,75.5,london_grid_409,-0.1,51.5,-0.43,1026.44,89.63,291.07,10.69
2017-01-03 02:00:00,CD9,15.7,19.8,71.5,london_grid_409,-0.1,51.5,-0.42,1026.35,89.58,284.51,10.69
2017-01-03 03:00:00,CD9,12.8,17.6,71.3,london_grid_409,-0.1,51.5,-0.41,1026.27,89.52,278.02,10.82
2017-01-03 04:00:00,CD9,13.8,18.4,76.0,london_grid_409,-0.1,51.5,-0.37,1026.16,90.86,274.15,11.39
2017-01-03 05:00:00,CD9,12.9,19.0,87.6,london_grid_409,-0.1,51.5,-0.33,1026.05,92.2,270.67,12.01
2017-01-03 06:00:00,CD9,14.9,21.5,98.8,london_grid_409,-0.1,51.5,-0.29,1025.94,93.53,267.54,12.67
2017-01-03 07:00:00,CD9,12.1,18.5,97.0,london_grid_409,-0.1,51.5,0.12,1025.66,93.61,267.38,13.94
2017-01-03 08:00:00,CD9,17.2,23.2,108.8,london_grid_409,-0.1,51.5,0.53,1025.37,93.68,267.26,15.21
2017-01-03 09:00:00,CD9,11.3,18.8,121.7,london_grid_409,-0.1,51.5,0.94,1025.09,93.76,267.15,16.48
2017-01-03 10:00:00,CD9,21.0,30.3,127.6,london_grid_409,-0.1,51.5,2.22,1024.94,89.69,270.6,18.42
2017-01-03 11:00:00,CD9,14.4,26.8,109.2,london_grid_409,-0.1,51.5,3.49,1024.78,85.62,273.39,20.41
2017-01-03 12:00:00,CD9,13.0,32.0,98.2,london_grid_409,-0.1,51.5,4.77,1024.62,81.55,275.68,22.45
2017-01-03 13:00:00,CD9,15.7,34.8,90.0,london_grid_409,-0.1,51.5,4.54,1023.95,82.83,273.52,21.86
2017-01-03 14:00:00,CD9,9.1,22.2,88.8,london_grid_409,-0.1,51.5,4.31,1023.27,84.1,271.25,21.31
2017-01-03 15:00:00,CD9,8.2,17.5,77.3,london_grid_409,-0.1,51.5,4.08,1022.6,85.38,268.86,20.79
2017-01-03 16:00:00,CD9,6.9,20.7,93.0,london_grid_409,-0.1,51.5,3.39,1022.56,88.2,269.58,20.36
2017-01-03 17:00:00,CD9,7.4,16.7,104.6,london_grid_409,-0.1,51.5,2.7,1022.52,91.03,270.34,19.94
2017-01-03 18:00:00,CD9,14.2,20.4,103.9,london_grid_409,-0.1,51.5,2.01,1022.48,93.86,271.13,19.52
2017-01-03 19:00:00,CD9,16.8,20.1,90.3,london_grid_409,-0.1,51.5,1.92,1022.08,93.86,270.32,19.98
2017-01-03 20:00:00,CD9,10.8,16.1,89.4,london_grid_409,-0.1,51.5,1.84,1021.68,93.87,269.55,20.45
2017-01-03 21:00:00,CD9,9.5,16.7,81.9,london_grid_409,-0.1,51.5,1.75,1021.29,93.88,268.81,20.92
2017-01-03 22:00:00,CD9,14.2,23.7,83.2,london_grid_409,-0.1,51.5,1.81,1021.15,94.14,272.58,20.91
2017-01-03 23:00:00,CD9,9.7,12.7,78.0,london_grid_409,-0.1,51.5,1.86,1021.02,94.41,276.33,20.99
2017-01-04 00:00:00,CD9,2.9,6.7,62.4,london_grid_409,-0.1,51.5,1.92,1020.88,94.68,280.04,21.15
2017-01-04 01:00:00,CD9,5.0,8.2,63.6,london_grid_409,-0.1,51.5,2.26,1020.37,94.32,282.91,21.06
2017-01-04 02:00:00,CD9,7.2,10.4,63.8,london_grid_409,-0.1,51.5,2.6,1019.86,93.96,285.79,21.02
2017-01-04 03:00:00,CD9,7.2,9.7,62.5,london_grid_409,-0.1,51.5,2.94,1019.34,93.6,288.69,21.04
2017-01-04 04:00:00,CD9,2.8,5.4,54.9,london_grid_409,-0.1,51.5,3.16,1019.46,93.85,292.65,20.73
2017-01-04 05:00:00,CD9,0.1,3.8,59.2,london_grid_409,-0.1,51.5,3.39,1019.58,94.1,296.71,20.52
2017-01-04 06:00:00,CD9,8.2,10.6,73.2,london_grid_409,-0.1,51.5,3.61,1019.69,94.35,300.84,20.41
2017-01-04 07:00:00,CD9,5.8,8.7,74.9,london_grid_409,-0.1,51.5,4.05,1019.66,93.91,300.55,20.25
2017-01-04 08:00:00,CD9,8.1,10.5,64.7,london_grid_409,-0.1,51.5,4.49,1019.62,93.47,300.25,20.1
2017-01-04 09:00:00,CD9,6.5,9.3,71.7,london_grid_409,-0.1,51.5,4.93,1019.59,93.03,299.95,19.94
2017-01-04 10:00:00,CD9,7.8,11.1,64.7,london_grid_409,-0.1,51.5,5.52,1020.05,90.44,312.75,18.33
2017-01-04 11:00:00,CD9,13.0,16.2,68.2,london_grid_409,-0.1,51.5,6.11,1020.52,87.85,327.14,17.77
2017-01-04 12:00:00,CD9,9.7,18.6,66.7,london_grid_409,-0.1,51.5,6.69,1020.99,85.26,341.52,18.36
2017-01-04 13:00:00,CD9,8.7,30.3,79.0,london_grid_409,-0.1,51.5,6.2,1021.21,84.21,343.4,17.0
2017-01-04 14:00:00,CD9,8.5,37.7,81.6,london_grid_409,-0.1,51.5,5.72,1021.42,83.15,345.61,15.66
2017-01-04 15:00:00,CD9,7.7,29.4,67.3,london_grid_409,-0.1,51.5,5.23,1021.64,82.09,348.23,14.35
2017-01-04 16:00:00,CD9,8.1,26.2,77.9,london_grid_409,-0.1,51.5,4.08,1022.39,84.39,346.72,14.21
2017-01-04 17:00:00,CD9,5.3,21.4,83.0,london_grid_409,-0.1,51.5,2.94,1023.15,86.68,345.17,14.08
2017-01-04 18:00:00,CD9,6.5,18.4,69.5,london_grid_409,-0.1,51.5,1.79,1023.91,88.98,343.6,13.96
2017-01-04 19:00:00,CD9,10.4,22.1,75.0,london_grid_409,-0.1,51.5,1.43,1024.36,89.07,338.4,13.67
2017-01-04 20:00:00,CD9,8.8,20.5,63.2,london_grid_409,-0.1,51.5,1.06,1024.81,89.16,333.02,13.5
2017-01-04 21:00:00,CD9,13.4,23.9,65.0,london_grid_409,-0.1,51.5,0.7,1025.26,89.26,327.55,13.44
2017-01-04 22:00:00,CD9,7.4,19.3,66.2,london_grid_409,-0.1,51.5,0.46,1025.77,89.9,329.61,13.23
2017-01-04 23:00:00,CD9,5.1,12.9,50.3,london_grid_409,-0.1,51.5,0.22,1026.28,90.55,331.73,13.04
2017-01-05 00:00:00,CD9,5.8,12.5,41.5,london_grid_409,-0.1,51.5,-0.03,1026.79,91.19,333.92,12.87
2017-01-05 01:00:00,CD9,6.1,13.2,44.7,london_grid_409,-0.1,51.5,-0.16,1027.0,91.21,335.75,12.41
2017-01-05 02:00:00,CD9,6.3,14.1,39.7,london_grid_409,-0.1,51.5,-0.29,1027.2,91.22,337.71,11.97
2017-01-05 03:00:00,CD9,3.4,14.4,40.4,london_grid_409,-0.1,51.5,-0.42,1027.41,91.23,339.82,11.55
2017-01-05 04:00:00,CD9,5.4,14.3,47.2,london_grid_409,-0.1,51.5,-0.44,1027.84,91.48,343.11,11.02
2017-01-05 05:00:00,CD9,6.7,15.5,51.5,london_grid_409,-0.1,51.5,-0.46,1028.27,91.73,346.72,10.53
2017-01-05 06:00:00,CD9,3.5,13.2,83.7,london_grid_409,-0.1,51.5,-0.48,1028.7,91.98,350.66,10.08
2017-01-05 07:00:00,CD9,6.7,15.2,103.8,london_grid_409,-0.1,51.5,-0.28,1029.05,91.45,351.97,9.62
2017-01-05 08:00:00,CD9,11.8,20.5,107.2,london_grid_409,-0.1,51.5,-0.07,1029.41,90.93,353.41,9.17
2017-01-05 09:00:00,CD9,13.2,22.3,114.1,london_grid_409,-0.1,51.5,0.13,1029.76,90.4,355.0,8.72
2017-01-05 10:00:00,CD9,18.7,36.3,121.8,london_grid_409,-0.1,51.5,1.44,1030.16,86.07,359.3,8.24
2017-01-05 11:00:00,CD9,13.1,34.5,121.0,london_grid_409,-0.1,51.5,2.74,1030.57,81.75,4.11,7.81
2017-01-05 12:00:00,CD9,17.2,32.2,94.6,london_grid_409,-0.1,51.5,4.05,1030.97,77.42,9.44,7.44
2017-01-05 13:00:00,CD9,19.1,60.2,120.8,london_grid_409,-0.1,51.5,3.58,1030.97,80.63,8.77,6.04
2017-01-05 14:00:00,CD9,15.8,49.2,113.4,london_grid_409,-0.1,51.5,3.12,1030.96,83.84,7.69,4.65
2017-01-05 15:00:00,CD9,23.4,72.1,136.9,london_grid_409,-0.1,51.5,2.66,1030.96,87.04,5.7,3.25
2017-01-05 16:00:00,CD9,24.4,63.8,147.9,london_grid_409,-0.1,51.5,1.55,1031.41,88.83,10.05,2.99
2017-01-05 17:00:00,CD9,23.1,42.5,134.3,london_grid_409,-0.1,51.5,0.45,1031.85,90.61,15.21,2.74
2017-01-05 18:00:00,CD9,30.5,45.4,146.3,london_grid_409,-0.1,51.5,-0.66,1032.3,92.4,21.32,2.52
2017-01-05 19:00:00,CD9,34.4,46.9,140.8,london_grid_409,-0.1,51.5,-0.19,1032.6,92.07,88.44,2.71
2017-01-05 20:00:00,CD9,39.1,49.3,148.5,london_grid_409,-0.1,51.5,0.27,1032.91,91.74,116.05,5.02
2017-01-05 21:00:00,CD9,47.9,59.8,166.5,london_grid_409,-0.1,51.5,0.73,1033.21,91.41,125.4,7.73
2017-01-05 22:00:00,CD9,52.7,63.0,166.4,london_grid_409,-0.1,51.5,0.59,1033.44,91.48,142.12,6.7
2017-01-05 23:00:00,CD9,55.9,67.0,175.6,london_grid_409,-0.1,51.5,0.44,1033.66,91.56,162.51,6.39
2017-01-06 00:00:00,CD9,58.3,67.6,175.9,london_grid_409,-0.1,51.5,0.29,1033.89,91.63,182.27,6.9
2017-01-06 01:00:00,CD9,58.8,69.0,183.3,london_grid_409,-0.1,51.5,0.25,1033.72,92.38,176.8,7.49
2017-01-06 02:00:00,CD9,51.1,60.5,164.1,london_grid_409,-0.1,51.5,0.21,1033.54,93.12,172.17,8.14
2017-01-06 03:00:00,CD9,47.2,55.3,151.4,london_grid_409,-0.1,51.5,0.17,1033.36,93.87,168.24,8.84
2017-01-06 04:00:00,CD9,43.4,51.4,162.4,london_grid_409,-0.1,51.5,0.28,1033.29,94.41,165.7,9.34
2017-01-06 05:00:00,CD9,47.7,55.3,163.9,london_grid_409,-0.1,51.5,0.39,1033.22,94.95,163.43,9.86
2017-01-06 06:00:00,CD9,39.7,49.4,191.9,london_grid_409,-0.1,51.5,0.5,1033.15,95.49,161.38,10.4
2017-01-06 07:00:00,CD9,25.2,36.2,168.1,london_grid_409,-0.1,51.5,1.31,1033.05,94.18,164.0,10.86
2017-01-06 08:00:00,CD9,37.9,48.4,195.5,london_grid_409,-0.1,51.5,2.13,1032.94,92.88,166.4,11.34
2017-01-06 09:00:00,CD9,23.9,38.0,163.0,london_grid_409,-0.1,51.5,2.94,1032.84,91.58,168.6,11.85
2017-01-06 10:00:00,CD9,27.7,39.1,151.4,london_grid_409,-0.1,51.5,3.88,1032.72,86.96,181.17,11.4
2017-01-06 11:00:00,CD9,27.1,41.2,134.1,london_grid_409,-0.1,51.5,4.82,1032.59,82.34,194.1,11.53
2017-01-06 12:00:00,CD9,27.5,48.6,145.3,london_grid_409,-0.1,51.5,5.76,1032.47,77.73,206.15,12.21
2017-01-06 13:00:00,CD9,23.6,119.3,141.5,london_grid_409,-0.1,51.5,5.36,1032.05,80.46,208.31,12.11
2017-01-06 14:00:00,CD9,19.7,98.9,131.7,london_grid_409,-0.1,51.5,4.95,1031.63,83.19,210.51,12.02
2017-01-06 15:00:00,CD9,19.8,41.6,134.38866496144104,london_grid_409,-0.1,51.5,4.55,1031.2,85.93,212.74,11.96
2017-01-06 16:00:00,CD9,21.8,40.1,137.9,london_grid_409,-0.1,51.5,4.05,1031.05,88.37,210.92,12.71
2017-01-06 17:00:00,CD9,19.7,33.0,129.1,london_grid_409,-0.1,51.5,3.56,1030.89,90.81,209.3,13.47
2017-01-06 18:00:00,CD9,21.7,31.2,120.6,london_grid_409,-0.1,51.5,3.06,1030.73,93.26,207.86,14.24
2017-01-06 19:00:00,CD9,20.0,27.9,133.9,london_grid_409,-0.1,51.5,3.36,1030.44,93.58,209.64,15.77
2017-01-06 20:00:00,CD9,15.1,20.4,108.9,london_grid_409,-0.1,51.5,3.65,1030.15,93.9,211.1,17.32
2017-01-06 21:00:00,CD9,12.4,16.7,96.8,london_grid_409,-0.1,51.5,3.94,1029.86,94.22,212.32,18.87
2017-01-06 22:00:00,CD9,10.5,14.2,96.2,london_grid_409,-0.1,51.5,4.42,1029.43,95.0,214.79,19.18
2017-01-06 23:00:00,CD9,11.6,14.2,87.2,london_grid_409,-0.1,51.5,4.9,1029.0,95.77,217.18,19.53
2017-01-07 00:00:00,CD9,8.8,11.5,78.1,london_grid_409,-0.1,51.5,5.37,1028.56,96.54,219.47,19.92
2017-01-07 01:00:00,CD9,7.8,10.5,77.0,london_grid_409,-0.1,51.5,5.62,1028.17,96.89,225.32,17.61
2017-01-07 02:00:00,CD9,3.9,5.6,65.8,london_grid_409,-0.1,51.5,5.87,1027.77,97.25,232.82,15.55
2017-01-07 03:00:00,CD9,5.4,7.3,57.5,london_grid_409,-0.1,51.5,6.12,1027.37,97.6,242.38,13.83
2017-01-07 04:00:00,CD9,11.0,12.3,66.9,london_grid_409,-0.1,51.5,6.03,1027.27,97.69,249.23,12.58
2017-01-07 05:00:00,CD9,6.7,8.4,62.7,london_grid_409,-0.1,51.5,5.94,1027.18,97.77,257.43,11.55
2017-01-07 06:00:00,CD9,8.5,11.2,66.6,london_grid_409,-0.1,51.5,5.84,1027.08,97.86,266.99,10.8
2017-01-07 07:00:00,CD9,12.2,16.2,82.4,london_grid_409,-0.1,51.5,5.87,1027.26,97.78,279.08,10.31
2017-01-07 08:00:00,CD9,11.9,16.0,90.4,london_grid_409,-0.1,51.5,5.89,1027.44,97.7,291.74,10.32
2017-01-07 09:00:00,CD9,11.6,14.7,81.2,london_grid_409,-0.1,51.5,5.92,1027.62,97.62,303.82,10.81
2017-01-07 10:00:00,CD9,11.4,15.6,87.5,london_grid_409,-0.1,51.5,7.11,1027.72,95.33,308.32,11.12
2017-01-07 11:00:00,CD9,16.2,18.6,82.6,london_grid_409,-0.1,51.5,8.3,1027.81,93.05,312.55,11.5
2017-01-07 12:00:00,CD9,12.2,14.0,68.2,london_grid_409,-0.1,51.5,9.5,1027.91,90.77,316.5,11.93
2017-01-07 13:00:00,CD9,7.9,9.5,63.2,london_grid_409,-0.1,51.5,9.3,1027.78,92.19,311.87,10.93
2017-01-07 14:00:00,CD9,12.8,13.9,59.8,london_grid_409,-0.1,51.5,9.11,1027.66,93.62,306.34,10.01
2017-01-07 15:00:00,CD9,7.6,9.1,68.8,london_grid_409,-0.1,51.5,8.92,1027.53,95.04,299.78,9.2
2017-01-07 16:00:00,CD9,13.2,15.6,78.4,london_grid_409,-0.1,51.5,8.41,1027.79,95.62,303.04,9.21
2017-01-07 17:00:00,CD9,16.7,18.9,96.5,london_grid_409,-0.1,51.5,7.9,1028.04,96.2,306.29,9.25
2017-01-07 18:00:00,CD9,19.8,21.9,94.1,london_grid_409,-0.1,51.5,7.39,1028.3,96.78,309.5,9.31
2017-01-07 19:00:00,CD9,20.7,23.6,96.9,london_grid_409,-0.1,51.5,6.9,1028.44,96.8,306.83,9.13
2017-01-07 20:00:00,CD9,22.1,23.9,94.7,london_grid_409,-0.1,51.5,6.41,1028.59,96.83,304.05,8.97
2017-01-07 21:00:00,CD9,23.9,26.4,89.9,london_grid_409,-0.1,51.5,5.93,1028.73,96.85,301.18,8.83
2017-01-07 22:00:00,CD9,23.0,25.4,83.0,london_grid_409,-0.1,51.5,5.7,1028.78,96.65,301.6,8.84
2017-01-07 23:00:00,CD9,20.7,24.2,79.1,london_grid_409,-0.1,51.5,5.48,1028.83,96.44,302.03,8.84
2017-01-08 00:00:00,CD9,23.1,25.0,69.3,london_grid_409,-0.1,51.5,5.26,1028.89,96.23,302.45,8.85
2017-01-08 01:00:00,CD9,15.9,18.7,62.1,london_grid_409,-0.1,51.5,5.69,1028.68,96.2,293.32,8.35
2017-01-08 02:00:00,CD9,15.1,16.8,57.4,london_grid_409,-0.1,51.5,6.11,1028.47,96.17,283.31,8.08
2017-01-08 03:00:00,CD9,13.7,15.3,52.4,london_grid_409,-0.1,51.5,6.54,1028.26,96.13,272.95,8.06
2017-01-08 04:00:00,CD9,16.9,18.2,49.9,london_grid_409,-0.1,51.5,6.56,1028.25,96.09,276.9,7.68
2017-01-08 05:00:00,CD9,22.7,28.9,54.1,london_grid_409,-0.1,51.5,6.58,1028.24,96.04,281.25,7.33
2017-01-08 06:00:00,CD9,17.6,20.5,62.8,london_grid_409,-0.1,51.5,6.6,1028.23,96.0,286.0,7.04
2017-01-08 07:00:00,CD9,17.4,21.0,73.9,london_grid_409,-0.1,51.5,6.65,1028.46,95.97,291.68,5.8
2017-01-08 08:00:00,CD9,24.3,27.2,77.2,london_grid_409,-0.1,51.5,6.69,1028.69,95.94,300.3,4.65
2017-01-08 09:00:00,CD9,17.5,19.5,75.8,london_grid_409,-0.1,51.5,6.74,1028.92,95.91,313.97,3.67
2017-01-08 10:00:00,CD9,22.3,26.6,96.8,london_grid_409,-0.1,51.5,7.45,1028.87,93.64,324.87,2.88
2017-01-08 11:00:00,CD9,26.4,31.5,110.8,london_grid_409,-0.1,51.5,8.17,1028.82,91.37,342.84,2.25
2017-01-08 12:00:00,CD9,23.9,25.5,94.2,london_grid_409,-0.1,51.5,8.88,1028.77,89.1,9.47,1.98
2017-01-08 13:00:00,CD9,15.0,18.2,101.7,london_grid_409,-0.1,51.5,8.56,1028.37,90.06,327.77,0.36
2017-01-08 14:00:00,CD9,15.6,19.1,115.1,london_grid_409,-0.1,51.5,8.24,1027.98,91.03,207.89,1.52
2017-01-08 15:00:00,CD9,15.7,19.4,118.3,london_grid_409,-0.1,51.5,7.91,1027.58,92.0,202.34,3.23
2017-01-08 16:00:00,CD9,21.0,26.8,133.3,london_grid_409,-0.1,51.5,7.65,1027.5,92.98,199.97,4.0
2017-01-08 17:00:00,CD9,18.2,22.4,122.7,london_grid_409,-0.1,51.5,7.4,1027.42,93.97,198.36,4.77
2017-01-08 18:00:00,CD9,19.6,25.9,145.6,london_grid_409,-0.1,51.5,7.14,1027.33,94.95,197.21,5.55
2017-01-08 19:00:00,CD9,21.3,26.9,125.2,london_grid_409,-0.1,51.5,6.94,1027.17,95.14,192.98,6.13
2017-01-08 20:00:00,CD9,23.8,28.2,129.2,london_grid_409,-0.1,51.5,6.73,1027.02,95.33,189.5,6.74
2017-01-08 21:00:00,CD9,26.0,29.1,125.7,london_grid_409,-0.1,51.5,6.53,1026.86,95.52,186.61,7.37
2017-01-08 22:00:00,CD9,19.8,22.4,91.7,london_grid_409,-0.1,51.5,6.72,1026.38,96.24,196.26,7.23
2017-01-08 23:00:00,CD9,21.0,22.4,76.9,london_grid_409,-0.1,51.5,6.91,1025.9,96.96,206.02,7.29
2017-01-09 00:00:00,CD9,16.7,17.5,61.2,london_grid_409,-0.1,51.5,7.1,1025.43,97.68,215.35,7.56
2017-01-09 01:00:00,CD9,14.3,14.7,49.2,london_grid_409,-0.1,51.5,6.64,1024.66,97.73,222.87,8.43
2017-01-09 02:00:00,CD9,11.9,12.7,42.9,london_grid_409,-0.1,51.5,6.17,1023.9,97.78,228.89,9.42
2017-01-09 03:00:00,CD9,10.3,11.9,41.0,london_grid_409,-0.1,51.5,5.71,1023.13,97.83,233.72,10.5
2017-01-09 04:00:00,CD9,11.6,12.9,41.6,london_grid_409,-0.1,51.5,5.56,1022.41,97.39,229.4,11.64
2017-01-09 05:00:00,CD9,14.3,17.2,69.1,london_grid_409,-0.1,51.5,5.41,1021.69,96.94,225.88,12.84
2017-01-09 06:00:00,CD9,10.6,15.1,112.6,london_grid_409,-0.1,51.5,5.25,1020.97,96.49,222.96,14.08
2017-01-09 07:00:00,CD9,13.8,16.6,124.1,london_grid_409,-0.1,51.5,5.86,1020.22,96.75,222.35,15.53
2017-01-09 08:00:00,CD9,15.0,18.5,119.7,london_grid_409,-0.1,51.5,6.47,1019.47,97.0,221.84,16.97
2017-01-09 09:00:00,CD9,19.0,23.4,122.0,london_grid_409,-0.1,51.5,7.08,1018.72,97.26,221.41,18.42
2017-01-09 10:00:00,CD9,22.8,28.1,126.3,london_grid_409,-0.1,51.5,7.87,1017.59,93.38,224.78,21.45
2017-01-09 11:00:00,CD9,10.0,18.4,125.5,london_grid_409,-0.1,51.5,8.66,1016.45,89.5,227.31,24.53
2017-01-09 12:00:00,CD9,19.0,26.5,139.3,london_grid_409,-0.1,51.5,9.45,1015.31,85.62,229.27,27.65
2017-01-09 13:00:00,CD9,22.0,30.0,138.1,london_grid_409,-0.1,51.5,9.15,1013.58,87.06,226.93,28.46
2017-01-09 14:00:00,CD9,18.9,24.1,144.3,london_grid_409,-0.1,51.5,8.85,1011.85,88.5,224.73,29.31
2017-01-09 15:00:00,CD9,14.2,21.5,139.9,london_grid_409,-0.1,51.5,8.55,1010.12,89.93,222.65,30.2
2017-01-09 16:00:00,CD9,19.0,23.4,125.7,london_grid_409,-0.1,51.5,8.45,1009.52,89.78,237.98,26.58
